"city","hwy","cyl","disp","drive","make","model","trans","year"
22,31,4,2,"Front-Wheel Drive","Volkswagen","CC","Automatic",2013
17,27,6,3.6,"Front-Wheel Drive","Volkswagen","CC","Automatic",2013
17,25,6,3.6,"All-Wheel Drive","Volkswagen","CC 4motion","Automatic",2013
25,36,4,2.4,"Front-Wheel Drive","Chevrolet","Malibu eAssist","Automatic",2013
19,28,6,3.5,"Rear-Wheel Drive","Lexus","GS 350","Automatic",2013
19,26,6,3.5,"All-Wheel Drive","Lexus","GS 350 AWD","Automatic",2013
25,30,4,2,"4-Wheel Drive","Mazda","CX-5 4WD","Automatic",2013
16,23,6,3.2,"Front-Wheel Drive","Volvo","XC90 FWD","Automatic",2013
16,22,6,3.2,"All-Wheel Drive","Volvo","XC90 AWD","Automatic",2013
17,27,4,2,"Rear-Wheel Drive","Hyundai","Genesis Coupe","Automatic",2013
21,29,4,2,"Rear-Wheel Drive","Hyundai","Genesis Coupe","Manual",2013
16,25,6,3.8,"Rear-Wheel Drive","Hyundai","Genesis Coupe","Automatic",2013
18,27,6,3.8,"Rear-Wheel Drive","Hyundai","Genesis Coupe","Manual",2013
21,32,4,2,"Front-Wheel Drive","Volkswagen","CC","Manual",2013
18,26,6,3.7,"All-Wheel Drive","Lincoln","MKS AWD","Automatic",2013
17,25,6,3.5,"All-Wheel Drive","Lincoln","MKS AWD","Automatic",2013
18,27,6,3.7,"Front-Wheel Drive","Lincoln","MKS FWD","Automatic",2013
20,27,4,2,"Front-Wheel Drive","Ford","Explorer FWD","Automatic",2013
26,32,4,2,"Front-Wheel Drive","Mazda","CX-5 2WD","Automatic",2013
26,34,4,2,"Front-Wheel Drive","Mazda","CX-5 2WD","Manual",2013
12,17,8,5.7,"4-Wheel Drive","Lexus","LX 570","Automatic",2013
13,18,8,5.7,"4-Wheel Drive","Toyota","Land Cruiser Wagon 4WD","Automatic",2013
17,25,6,3.6,"Front-Wheel Drive","Ram","C/V Cargo Van","Automatic",2012
18,27,6,3.7,"Front-Wheel Drive","Mazda","6","Automatic",2013
18,26,6,3.5,"All-Wheel Drive","Ford","Taurus AWD","Automatic",2013
17,25,6,3.5,"All-Wheel Drive","Ford","Taurus AWD","Automatic",2013
18,26,6,3.5,"All-Wheel Drive","Ford","Taurus AWD FFV","Automatic",2013
19,28,6,3.5,"Front-Wheel Drive","Ford","Taurus FWD","Automatic",2013
21,29,4,2,"Front-Wheel Drive","Ford","Edge FWD","Automatic",2013
19,27,6,3.5,"Front-Wheel Drive","Ford","Edge FWD","Automatic",2013
19,26,6,3.7,"Front-Wheel Drive","Ford","Edge FWD","Automatic",2013
19,26,6,3.7,"Front-Wheel Drive","Lincoln","MKX FWD","Automatic",2013
18,25,6,3.5,"All-Wheel Drive","Ford","Edge AWD","Automatic",2013
17,23,6,3.7,"All-Wheel Drive","Ford","Edge AWD","Automatic",2013
17,23,6,3.5,"All-Wheel Drive","Ford","Explorer AWD FFV","Automatic",2013
17,23,6,3.7,"All-Wheel Drive","Lincoln","MKX AWD","Automatic",2013
19,30,6,3.7,"Rear-Wheel Drive","Ford","Mustang","Automatic",2013
19,29,6,3.7,"Rear-Wheel Drive","Ford","Mustang","Manual",2013
18,25,8,5,"Rear-Wheel Drive","Ford","Mustang","Automatic",2013
16,25,8,5,"Rear-Wheel Drive","Ford","Mustang","Manual",2013
19,29,6,3.7,"Rear-Wheel Drive","Ford","Mustang Convertible","Automatic",2013
28,36,4,1.6,"Front-Wheel Drive","Kia","Rio","Automatic",2013
29,37,4,1.6,"Front-Wheel Drive","Kia","Rio","Manual",2013
30,36,4,1.6,"Front-Wheel Drive","Kia","Rio Eco","Automatic",2013
28,38,4,1.8,"Front-Wheel Drive","Hyundai","Elantra","Automatic",2013
28,38,4,1.8,"Front-Wheel Drive","Hyundai","Elantra","Manual",2013
28,38,4,1.8,"Front-Wheel Drive","Hyundai","Elantra Blue","Automatic",2013
27,37,4,1.8,"Front-Wheel Drive","Hyundai","Elantra Coupe","Automatic",2013
28,38,4,1.8,"Front-Wheel Drive","Hyundai","Elantra Coupe","Manual",2013
21,30,4,2.5,"Front-Wheel Drive","Mazda","6","Automatic",2013
21,30,4,2.5,"Front-Wheel Drive","Mazda","6","Manual",2013
19,28,6,3.5,"Front-Wheel Drive","Ford","Taurus FWD FFV","Automatic",2013
16,23,8,4.8,"All-Wheel Drive","Porsche","Panamera GTS","Automatic",2013
17,23,6,3.7,"All-Wheel Drive","Lincoln","MKT Livery AWD","Automatic",2013
17,24,6,3.5,"Front-Wheel Drive","Ford","Explorer 2WD FFV","Automatic",2013
17,24,6,3.5,"Front-Wheel Drive","Ford","Explorer FWD","Automatic",2013
18,25,6,3.5,"Front-Wheel Drive","Ford","Flex FWD","Automatic",2013
17,24,6,3.7,"Front-Wheel Drive","Lincoln","MKT FWD","Automatic",2013
17,23,6,3.5,"All-Wheel Drive","Ford","Flex AWD","Automatic",2013
16,22,6,3.5,"All-Wheel Drive","Ford","Flex AWD","Automatic",2013
16,22,6,3.5,"All-Wheel Drive","Lincoln","MKT AWD","Automatic",2013
21,30,4,2.4,"Front-Wheel Drive","Kia","Sorento 2WD","Automatic",2013
21,28,4,2.4,"Front-Wheel Drive","Kia","Sorento 2WD","Automatic",2013
20,26,4,2.4,"Front-Wheel Drive","Kia","Sorento 2WD","Manual",2013
20,25,6,3.5,"Front-Wheel Drive","Kia","Sorento 2WD","Automatic",2013
20,26,4,2.4,"4-Wheel Drive","Kia","Sorento 4WD","Automatic",2013
21,26,4,2.4,"4-Wheel Drive","Kia","Sorento 4WD","Automatic",2013
18,24,6,3.5,"4-Wheel Drive","Kia","Sorento 4WD","Automatic",2013
107,96,NA,NA,"Rear-Wheel Drive","BMW","Active E","Automatic",2011
77,68,NA,NA,"Front-Wheel Drive","CODA Automotive","CODA","Automatic",2012
110,99,NA,NA,"Front-Wheel Drive","Ford","Focus Electric","Automatic",2012
23,32,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","SLK250","Automatic",2012
22,32,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","SLK250","Manual",2012
19,28,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","SLK55 AMG","Automatic",2012
28,33,4,1.4,"Front-Wheel Drive","Fiat","500 Abarth","Manual",2012
18,26,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Manual",2012
17,26,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Manual",2012
20,28,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Automatic",2012
19,28,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Automatic",2012
19,27,6,3.4,"Rear-Wheel Drive","Porsche","New 911 Carrera","Manual",2012
20,28,6,3.4,"Rear-Wheel Drive","Porsche","New 911 Carrera","Automatic",2012
19,27,6,3.4,"Rear-Wheel Drive","Porsche","New 911 Carrera Cabriolet","Manual",2012
20,28,6,3.4,"Rear-Wheel Drive","Porsche","New 911 Carrera Cabriolet","Automatic",2012
19,27,6,3.8,"Rear-Wheel Drive","Porsche","New 911 Carrera S","Manual",2012
19,27,6,3.8,"Rear-Wheel Drive","Porsche","New 911 Carrera S","Automatic",2012
19,26,6,3.8,"Rear-Wheel Drive","Porsche","New 911 Carrera S Cabriolet","Manual",2012
19,27,6,3.8,"Rear-Wheel Drive","Porsche","New 911 Carrera S Cabriolet","Automatic",2012
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","C63 AMG Black Series Coupe","Automatic",2012
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic Coupe","Automatic",2012
19,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Convertible","Automatic",2012
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Coupe","Automatic",2012
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic Coupe","Automatic",2012
27,36,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic","Automatic",2012
26,35,4,2,"Front-Wheel Drive","Ford","Focus FWD FFV","Manual",2012
27,37,4,2,"Front-Wheel Drive","Ford","Focus FWD FFV","Automatic",2012
28,39,4,2,"Front-Wheel Drive","Ford","Focus SFE FWD FFV","Automatic",2012
19,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C350","Automatic",2012
27,36,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5","Automatic",2012
15,20,8,4.7,"4-Wheel Drive","Mercedes-Benz","ML550 4matic","Automatic",2012
14,18,8,5.5,"4-Wheel Drive","Mercedes-Benz","ML63 AMG","Automatic",2012
24,33,4,2,"Rear-Wheel Drive","Scion","FR-S","Automatic",2013
22,30,4,2,"Rear-Wheel Drive","Scion","FR-S","Manual",2013
24,33,4,2,"Rear-Wheel Drive","Subaru","BRZ","Automatic",2013
21,29,4,2,"Rear-Wheel Drive","Subaru","BRZ","Manual",2013
16,24,8,4.8,"All-Wheel Drive","Porsche","Panamera 4S","Automatic",2013
16,24,8,4.8,"Rear-Wheel Drive","Porsche","Panamera S","Automatic",2013
18,24,6,3.5,"Front-Wheel Drive","Infiniti","JX35 FWD","Automatic",2013
18,23,6,3.5,"All-Wheel Drive","Infiniti","JX35 AWD","Automatic",2013
10,16,12,5.5,"Rear-Wheel Drive","Maybach","57","Automatic",2012
10,16,12,5.5,"Rear-Wheel Drive","Maybach","57S","Automatic",2012
10,16,12,5.5,"Rear-Wheel Drive","Maybach","62","Automatic",2012
10,16,12,5.5,"Rear-Wheel Drive","Maybach","62S","Automatic",2012
10,16,12,5.5,"Rear-Wheel Drive","Maybach","Landaulet","Automatic",2012
12,18,8,4.5,"Rear-Wheel Drive","Ferrari","458 Italia","Automatic",2011
11,15,12,5.9,"Rear-Wheel Drive","Ferrari","599 GTB Fiorano","Automatic",2011
11,15,12,5.9,"Rear-Wheel Drive","Ferrari","599 GTB Fiorano","Manual",2011
11,15,12,5.9,"Rear-Wheel Drive","Ferrari","599 GTO","Automatic",2011
11,15,12,5.9,"Rear-Wheel Drive","Ferrari","599 SA Aperta","Automatic",2011
13,19,8,4.3,"Rear-Wheel Drive","Ferrari","California","Automatic",2011
13,19,8,4.3,"Rear-Wheel Drive","Ferrari","California","Automatic",2011
9,16,12,5.7,"Rear-Wheel Drive","Ferrari","612 Scaglietti","Automatic",2011
10,16,12,5.7,"Rear-Wheel Drive","Ferrari","612 Scaglietti","Manual",2011
12,18,8,4.5,"Rear-Wheel Drive","Ferrari","458 Italia Coupe","Automatic",2012
12,18,8,4.5,"Rear-Wheel Drive","Ferrari","458 Italia Coupe","Automatic",2012
12,18,8,4.5,"Rear-Wheel Drive","Ferrari","458 Italia Spider","Automatic",2012
12,18,8,4.5,"Rear-Wheel Drive","Ferrari","458 Italia Spider","Automatic",2012
13,19,8,4.3,"Rear-Wheel Drive","Ferrari","California","Automatic",2012
13,19,8,4.3,"Rear-Wheel Drive","Ferrari","California","Automatic",2012
27,38,4,1.8,"Front-Wheel Drive","Honda","Civic Natural Gas","Automatic",2012
11,17,12,6.3,"Part-time 4-Wheel Drive","Ferrari","FF","Automatic",2012
11,17,12,6.3,"Part-time 4-Wheel Drive","Ferrari","FF","Automatic",2012
29,34,6,3.5,"Rear-Wheel Drive","Lexus","GS 450h","Automatic",2013
22,33,4,2,"Front-Wheel Drive","Hyundai","Sonata","Automatic",2013
24,34,4,2.4,"Front-Wheel Drive","Hyundai","Sonata","Automatic",2013
24,34,4,2.4,"Front-Wheel Drive","Hyundai","Sonata","Manual",2013
18,25,6,3.5,"Front-Wheel Drive","Lexus","RX 350","Automatic",2013
31,28,6,3.5,"Front-Wheel Drive","Lexus","RX 450h","Automatic",2013
21,28,4,2,"All-Wheel Drive","BMW","X3 xDrive28i","Automatic",2013
19,26,6,3,"All-Wheel Drive","BMW","X3 xDrive35i","Automatic",2013
14,20,8,4.4,"All-Wheel Drive","BMW","X5 xDrive50i","Automatic",2013
14,20,8,4.4,"All-Wheel Drive","BMW","X6 xDrive50i","Automatic",2013
18,24,6,3.5,"All-Wheel Drive","Lexus","RX 350 AWD","Automatic",2013
29,27,6,3.5,"All-Wheel Drive","Lexus","RX 450h AWD","Automatic",2013
16,23,6,3,"All-Wheel Drive","BMW","X5 xDrive35i","Automatic",2013
12,17,8,4.4,"All-Wheel Drive","BMW","X5 M","Automatic",2013
16,23,6,3,"All-Wheel Drive","BMW","X6 xDrive35i","Automatic",2013
12,17,8,4.4,"All-Wheel Drive","BMW","X6 M","Automatic",2013
14,21,8,6.2,"Rear-Wheel Drive","Chevrolet","Corvette","Manual",2013
15,24,8,7,"Rear-Wheel Drive","Chevrolet","Corvette","Manual",2013
34,38,3,1,"Rear-Wheel Drive","smart","fortwo coupe","Automatic",2013
34,38,3,1,"Rear-Wheel Drive","smart","fortwo cabriolet","Automatic",2013
13,24,8,4,"All-Wheel Drive","Bentley","Continental GTC","Automatic",2013
11,19,12,6,"All-Wheel Drive","Bentley","Continental GTC","Automatic",2013
12,19,12,6,"All-Wheel Drive","Bentley","Continental Supersports Convertible","Automatic",2013
14,24,8,4,"All-Wheel Drive","Bentley","Continental GT","Automatic",2013
12,19,12,6,"All-Wheel Drive","Bentley","Continental GT","Automatic",2013
28,37,4,1.6,"Front-Wheel Drive","Hyundai","Accent","Automatic",2013
28,37,4,1.6,"Front-Wheel Drive","Hyundai","Accent","Manual",2013
11,19,12,6,"All-Wheel Drive","Bentley","Continental Flying Spur","Automatic",2013
22,30,4,2.5,"Front-Wheel Drive","Ford","Escape FWD","Automatic",2013
22,29,4,2,"Front-Wheel Drive","Ford","Escape FWD","Automatic",2013
21,28,4,2,"All-Wheel Drive","Ford","Escape AWD","Automatic",2013
16,25,8,6.2,"Rear-Wheel Drive","Chevrolet","Corvette","Manual",2013
15,24,8,6.2,"Rear-Wheel Drive","Chevrolet","Corvette","Automatic",2013
17,25,8,4.7,"Rear-Wheel Drive","Mercedes-Benz","SL550","Automatic",2013
20,29,6,2.7,"Rear-Wheel Drive","Porsche","Boxster","Manual",2013
22,31,6,2.7,"Rear-Wheel Drive","Porsche","Boxster","Automatic",2013
19,27,6,3.4,"Rear-Wheel Drive","Porsche","911 Carrera","Manual",2013
20,28,6,3.4,"Rear-Wheel Drive","Porsche","911 Carrera","Automatic",2013
19,27,6,3.4,"Rear-Wheel Drive","Porsche","911 Carrera Cabriolet","Manual",2013
20,28,6,3.4,"Rear-Wheel Drive","Porsche","911 Carrera Cabriolet","Automatic",2013
19,27,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S","Manual",2013
19,27,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S","Automatic",2013
19,26,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S Cabriolet","Manual",2013
19,27,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S Cabriolet","Automatic",2013
19,27,6,3.4,"4-Wheel Drive","Porsche","911 Carrera 4","Manual",2013
20,27,6,3.4,"4-Wheel Drive","Porsche","911 Carrera 4","Automatic",2013
19,26,6,3.4,"4-Wheel Drive","Porsche","911 Carrera 4 Cabriolet","Manual",2013
20,27,6,3.4,"4-Wheel Drive","Porsche","911 Carrera 4 Cabriolet","Automatic",2013
18,26,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S","Manual",2013
19,26,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S","Automatic",2013
18,26,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Cabriolet","Manual",2013
19,26,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Cabriolet","Automatic",2013
15,24,8,5.8,"Rear-Wheel Drive","Ford","Mustang","Manual",2013
14,19,8,6.2,"Rear-Wheel Drive","Chevrolet","Camaro","Manual",2013
12,18,8,6.2,"Rear-Wheel Drive","Chevrolet","Camaro","Automatic",2013
16,24,8,6.2,"Rear-Wheel Drive","Chevrolet","Camaro","Manual",2013
19,29,6,3.6,"Rear-Wheel Drive","Chevrolet","Camaro","Automatic",2013
17,27,6,3.6,"Rear-Wheel Drive","Chevrolet","Camaro","Manual",2013
16,24,8,6.2,"Rear-Wheel Drive","Chevrolet","Camaro","Automatic",2013
18,28,6,3,"All-Wheel Drive","Audi","A8","Automatic",2013
25,36,4,2.4,"Front-Wheel Drive","Buick","Regal eAssist","Automatic",2013
25,36,4,2.4,"Front-Wheel Drive","Buick","LaCrosse eAssist","Automatic",2013
14,19,8,6.2,"Rear-Wheel Drive","Cadillac","CTS","Manual",2013
12,18,8,6.2,"Rear-Wheel Drive","Cadillac","CTS","Automatic",2013
27,38,4,1.4,"Front-Wheel Drive","Dodge","Dart","Manual",2013
25,35,4,2,"Front-Wheel Drive","Dodge","Dart","Manual",2013
18,24,6,3.7,"All-Wheel Drive","Infiniti","M37x","Automatic",2013
18,28,6,3,"All-Wheel Drive","Audi","A8 L","Automatic",2013
15,23,8,5,"Rear-Wheel Drive","Hyundai","Equus","Automatic",2013
18,26,6,3.6,"Rear-Wheel Drive","Porsche","Panamera","Automatic",2013
18,26,6,3.6,"4-Wheel Drive","Porsche","Panamera 4","Automatic",2013
20,26,4,2,"All-Wheel Drive","Audi","allroad quattro","Automatic",2013
14,19,8,6.2,"Rear-Wheel Drive","Cadillac","CTS Wagon","Manual",2013
12,18,8,6.2,"Rear-Wheel Drive","Cadillac","CTS Wagon","Automatic",2013
15,20,6,4.3,"Rear-Wheel Drive","Chevrolet","Silverado C15 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","Chevrolet","Silverado C15 2WD","Automatic",2013
15,22,8,5.3,"Rear-Wheel Drive","Chevrolet","Silverado C15 XFE 2WD","Automatic",2013
14,19,8,4.8,"Rear-Wheel Drive","Chevrolet","Silverado C15 2WD","Automatic",2013
13,18,8,6.2,"Rear-Wheel Drive","Chevrolet","Silverado C15 2WD","Automatic",2013
15,20,6,4.3,"Rear-Wheel Drive","GMC","Sierra C15 2WD","Automatic",2013
15,22,8,5.3,"Rear-Wheel Drive","GMC","Sierra C15 XFE 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","GMC","Sierra C15 2WD","Automatic",2013
14,19,8,4.8,"Rear-Wheel Drive","GMC","Sierra C15 2WD","Automatic",2013
13,18,8,6.2,"Rear-Wheel Drive","GMC","Sierra C15 2WD","Automatic",2013
14,18,6,4.3,"4-Wheel Drive","Chevrolet","Silverado K15 4WD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","Chevrolet","Silverado K15 4WD","Automatic",2013
13,18,8,4.8,"4-Wheel Drive","Chevrolet","Silverado K15 4WD","Automatic",2013
12,18,8,6.2,"4-Wheel Drive","Chevrolet","Silverado K15 4WD","Automatic",2013
14,18,6,4.3,"4-Wheel Drive","GMC","Sierra K15 4WD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","GMC","Sierra K15 4WD","Automatic",2013
13,18,8,4.8,"4-Wheel Drive","GMC","Sierra K15 4WD","Automatic",2013
12,18,8,6.2,"4-Wheel Drive","GMC","Sierra K15 4WD","Automatic",2013
15,20,6,4.3,"Rear-Wheel Drive","Chevrolet","Express 1500 2WD Cargo","Automatic",2013
13,18,8,5.3,"Rear-Wheel Drive","Chevrolet","Express 1500 2WD Cargo","Automatic",2013
13,17,8,5.3,"Rear-Wheel Drive","Chevrolet","Express 1500 2WD Conversion Cargo","Automatic",2013
13,17,8,5.3,"All-Wheel Drive","Chevrolet","Express 1500 AWD Conversion Cargo","Automatic",2013
13,17,8,5.3,"All-Wheel Drive","Chevrolet","Express 1500 AWD Cargo","Automatic",2013
15,20,6,4.3,"Rear-Wheel Drive","GMC","Savana 1500 2WD (cargo)","Automatic",2013
13,18,8,5.3,"Rear-Wheel Drive","GMC","Savana 1500 2WD (cargo)","Automatic",2013
13,17,8,5.3,"Rear-Wheel Drive","GMC","Savana 1500  2WD Conversion (cargo)","Automatic",2013
13,17,8,5.3,"All-Wheel Drive","GMC","Savana 1500  AWD (cargo)","Automatic",2013
13,17,8,5.3,"All-Wheel Drive","GMC","Savana 1500  AWD Conversion (cargo)","Automatic",2013
11,17,8,4.8,"Rear-Wheel Drive","Chevrolet","Express 2500 2WD Passenger","Automatic",2013
13,17,8,5.3,"Rear-Wheel Drive","Chevrolet","Express 1500 2WD Passenger","Automatic",2013
13,17,8,5.3,"All-Wheel Drive","Chevrolet","Express 1500 AWD Passenger","Automatic",2013
11,17,8,4.8,"Rear-Wheel Drive","GMC","Savana 2500 2WD (Passenger)","Automatic",2013
13,17,8,5.3,"Rear-Wheel Drive","GMC","Savana 1500 2WD (Passenger)","Automatic",2013
13,17,8,5.3,"All-Wheel Drive","GMC","Savana 1500 AWD (Passenger)","Automatic",2013
20,28,4,2,"Front-Wheel Drive","Lincoln","MKT Livery FWD","Automatic",2013
15,22,8,4.8,"All-Wheel Drive","Porsche","Cayenne S","Automatic",2013
14,20,8,4.8,"All-Wheel Drive","Porsche","Cayenne GTS","Automatic",2013
21,30,4,2.4,"Front-Wheel Drive","Hyundai","Tucson 2WD","Automatic",2013
20,27,4,2.4,"Front-Wheel Drive","Hyundai","Tucson 2WD","Manual",2013
22,29,4,2,"Front-Wheel Drive","Hyundai","Tucson 2WD","Automatic",2013
20,26,4,2,"Front-Wheel Drive","Hyundai","Tucson 2WD","Manual",2013
21,30,4,2.4,"Front-Wheel Drive","Kia","Sportage 2WD","Automatic",2013
20,27,4,2.4,"Front-Wheel Drive","Kia","Sportage 2WD","Manual",2013
21,28,4,2,"Front-Wheel Drive","Kia","Sportage 2WD","Automatic",2013
22,29,4,1.6,"All-Wheel Drive","Ford","Escape AWD","Automatic",2013
20,27,4,2.4,"4-Wheel Drive","Hyundai","Tucson 4WD","Automatic",2013
19,25,4,2.4,"4-Wheel Drive","Hyundai","Tucson 4WD","Manual",2013
20,27,4,2.4,"4-Wheel Drive","Kia","Sportage 4WD","Automatic",2013
19,25,4,2.4,"4-Wheel Drive","Kia","Sportage 4WD","Manual",2013
20,25,4,2,"4-Wheel Drive","Kia","Sportage 4WD","Automatic",2013
21,27,4,2.5,"All-Wheel Drive","Subaru","Forester AWD","Manual",2013
21,26,4,2.5,"All-Wheel Drive","Subaru","Forester AWD","Automatic",2013
19,23,4,2.5,"All-Wheel Drive","Subaru","Forester AWD","Automatic",2013
14,18,8,6.2,"Rear-Wheel Drive","Cadillac","Escalade 2WD","Automatic",2013
14,18,8,6.2,"Rear-Wheel Drive","Cadillac","Escalade ESV 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","Chevrolet","Tahoe 1500 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","Chevrolet","Avalanche 1500 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","Chevrolet","Suburban 1500 2WD","Automatic",2013
10,16,8,6,"Rear-Wheel Drive","Chevrolet","Suburban 2500 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","GMC","Yukon 1500 2WD","Automatic",2013
15,21,8,5.3,"Rear-Wheel Drive","GMC","Yukon XL 1500 2WD","Automatic",2013
14,18,8,6.2,"Rear-Wheel Drive","GMC","Yukon 1500 2WD","Automatic",2013
14,18,8,6.2,"Rear-Wheel Drive","GMC","Yukon XL 1500 2WD","Automatic",2013
10,16,8,6,"Rear-Wheel Drive","GMC","Yukon XL 2500 2WD","Automatic",2013
13,18,8,6.2,"All-Wheel Drive","Cadillac","Escalade AWD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","Chevrolet","Avalanche 1500 4WD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","Chevrolet","Tahoe 1500 4WD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","Chevrolet","Suburban 1500 4WD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","GMC","Yukon XL 1500 4WD","Automatic",2013
15,21,8,5.3,"4-Wheel Drive","GMC","Yukon 1500 4WD","Automatic",2013
13,18,8,6.2,"All-Wheel Drive","GMC","Yukon Denali 1500 AWD","Automatic",2013
51,49,4,1.8,"Front-Wheel Drive","Toyota","Prius Plug-in Hybrid","Automatic",2012
17,25,6,3.7,"Rear-Wheel Drive","Infiniti","G37 Convertible","Automatic",2013
16,24,6,3.7,"Rear-Wheel Drive","Infiniti","G37 Convertible","Manual",2013
17,25,6,3.7,"Rear-Wheel Drive","Infiniti","G37 Coupe","Manual",2013
19,26,6,3.7,"Rear-Wheel Drive","Infiniti","G37 Coupe","Automatic",2013
18,25,6,3.7,"All-Wheel Drive","Infiniti","G37x Coupe","Automatic",2013
17,27,6,3.6,"Front-Wheel Drive","Buick","LaCrosse","Automatic",2013
16,24,8,5.6,"Rear-Wheel Drive","Infiniti","M56","Automatic",2013
16,23,8,5.6,"All-Wheel Drive","Infiniti","M56x","Automatic",2013
27,31,6,3.5,"Rear-Wheel Drive","Infiniti","M35h","Automatic",2013
18,26,6,3.7,"Rear-Wheel Drive","Infiniti","M37","Automatic",2013
21,28,4,2.5,"All-Wheel Drive","Subaru","Legacy AWD","Manual",2013
24,32,4,2.5,"All-Wheel Drive","Subaru","Legacy AWD","Automatic",2013
18,24,6,3.6,"All-Wheel Drive","Subaru","Legacy AWD","Automatic",2013
17,27,6,3.6,"Front-Wheel Drive","Cadillac","XTS","Automatic",2013
12,18,8,6.2,"All-Wheel Drive","GMC","Sierra K15 AWD","Automatic",2013
10,15,8,6,"Rear-Wheel Drive","Chevrolet","Express 2500 2WD Conversion Cargo","Automatic",2013
10,15,8,6,"Rear-Wheel Drive","GMC","Savana 2500 2WD Conversion (cargo)","Automatic",2013
11,17,8,4.8,"Rear-Wheel Drive","Chevrolet","Express 3500 2WD Passenger","Automatic",2013
11,16,8,6,"Rear-Wheel Drive","Chevrolet","Express 2500 2WD Passenger","Automatic",2013
11,16,8,6,"Rear-Wheel Drive","Chevrolet","Express 3500 2WD Passenger","Automatic",2013
11,17,8,4.8,"Rear-Wheel Drive","GMC","Savana 3500 2WD (Passenger)","Automatic",2013
11,16,8,6,"Rear-Wheel Drive","GMC","Savana 2500 2WD (Passenger)","Automatic",2013
11,16,8,6,"Rear-Wheel Drive","GMC","Savana 3500 2WD (Passenger)","Automatic",2013
21,28,4,2.5,"All-Wheel Drive","Subaru","Outback AWD","Manual",2013
24,30,4,2.5,"All-Wheel Drive","Subaru","Outback AWD","Automatic",2013
18,24,6,3.6,"All-Wheel Drive","Subaru","Outback AWD","Automatic",2013
13,18,8,6.2,"All-Wheel Drive","Cadillac","Escalade Ext AWD","Automatic",2013
13,18,8,6.2,"All-Wheel Drive","Cadillac","Escalade ESV AWD","Automatic",2013
10,16,8,6,"4-Wheel Drive","Chevrolet","Suburban 2500 4WD","Automatic",2013
13,18,8,6.2,"All-Wheel Drive","GMC","Yukon XL 1500 AWD","Automatic",2013
10,16,8,6,"4-Wheel Drive","GMC","Yukon XL 2500 4WD","Automatic",2013
20,21,4,2,"Rear-Wheel Drive","Fisker","Karma","Automatic",2012
20,27,6,3.4,"Rear-Wheel Drive","Porsche","Boxster S","Manual",2013
21,29,6,3.4,"Rear-Wheel Drive","Porsche","Boxster S","Automatic",2013
17,24,6,3.8,"Rear-Wheel Drive","Porsche","911 Turbo","Automatic",2013
16,24,6,3.8,"Rear-Wheel Drive","Porsche","911 Turbo Cabriolet","Automatic",2013
17,24,6,3.8,"Rear-Wheel Drive","Porsche","911 Turbo S","Automatic",2013
16,24,6,3.8,"Rear-Wheel Drive","Porsche","911 Turbo S Cabriolet","Automatic",2013
16,24,6,3.8,"Rear-Wheel Drive","Porsche","911 Turbo","Manual",2013
16,24,6,3.8,"Rear-Wheel Drive","Porsche","911 Turbo Cabriolet","Manual",2013
29,37,4,1.6,"Front-Wheel Drive","Ford","Fiesta FWD","Automatic",2013
29,37,4,1.6,"Front-Wheel Drive","Ford","Fiesta FWD","Manual",2013
